eventid,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
201104140004,2011,4,14,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Jabaliya,,,,0,"The attack took place in Jabaliya, Gaza Strip, West Bank and Gaza Strip.","04/14/2011: On Thursday morning, in Jabaliya, Gaza Strip, West Bank and Gaza Strip, an improvised explosive device prematurely detonated killing a resistance fighter for the Democratic Front for the Liberation of Palestine (DFLP), Khader Abu Elbeh, while he was on a 'jihad mission' targeting Israelis. No other casualties were reported, and the blast caused an unknown amount of property damage. The DFLP claimed responsibility for the attack in a statement issued by the group."
201104140005,2011,4,14,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,,,,,0,"The attack took place in an unknown city, Gaza Strip, West Bank and Gaza Strip.","04/14/2011: On Thursday, in an unknown city, Gaza Strip, West Bank and Gaza Strip, Jihad Brigades in Palestine kidnapped an Italian activist Vittorio Arrigoni. Arrigoni was a member of the pro-Palestinian International Solidarity Movement. A previously unknown group calling itself ""The Brigade of the Gallant Companion of the Prophet Mohammed bin Muslima"" claimed responsibility in a video posted online, and demanded the release of Tawhid and Jihad leader Sheikh Hisham al-Saedini. The body of the Italian was found by security forces on 04/15/2011. In September 2012 four Salafist Jihadists were convicted of kidnapping and killing Arrigoni."
201104140006,2011,4,14,141,Nepal,6,South Asia,Bagmati,Katmandu,,,,0,The attack took place near the Pakistani Embassy in the Basundhara area of Kathmandu.,"04/14/2011: On Thursday morning, near the Pakistani Embassy building in Basundhara, Kathmandu, Bagmati, Nepal, an employee of the Pakistani Embassy in Kathmandu, identified as Mehboob Asim, was shot and wounded by unidentified gunmen on a motorcycle. Police identified the sharpshooter responsible for the attack as Indian national Mohammad Bakar Saiyed. No group claimed responsibility for the attack."
201104140007,2011,4,14,19,Bangladesh,6,South Asia,Chittagong,Rangamati,,,,0,The attack took place at a residence in Rangamati.,"04/14/2011: On Thursday night around 0100, in Rangamati, Chittagong, Bangladesh, a member of the Parbatto Chittagong Janasanghanghati Samity (PCJSS), Chijimon Chakma, was shot and killed along with his daughter, Arko Moni Chakma, during an attack by unidentified militants at a private residence. No damages were reported and no group claimed responsibility."
201104140008,2011,4,14,92,India,6,South Asia,Chhattisgarh,Dantewada,,,,0,The attack took place near Sarpanchguda in Chintalnar Police Station limits in Dantewada.,"04/14/2011: On Thursday morning at 0900, near Sarpanchguda in Chintalnar Police Station limits in Dantewada, Chhattisgarh, India, three Koya Commando personnel were killed, nine injured and two went missing while about 30 suspected Communist Part of India-Maoist (CPI-M) cadres were killed during an over four-hour-long encounter. As many as 300 Koya Commando personnel on regular patrol between Tirpur and Sarpanchguda were surrounded by three companies of armed rebels numbering 1,000. The deceased were identified as Mandawi Mukesh, Dasamu and Vicky while Kamlu Sukara, Karti Singh, Podiyam Unna, Naresh Kunjam, Kawasi Deva, Kadwa Unna, Madawi Singa, Warsa Ganga and Minkuram Nag were severely injured. The status of the missing is unknown and no group claimed responsibility."
201104140009,2011,4,14,92,India,6,South Asia,Meghalaya,East Garo Hills,,,,0,The attack took place at a petrol station in Salpara area in East Garo Hills district.,"04/14/2011: On Thursday evening at 2030, in Salpara area in East Garo Hills district, Meghalaya, India, suspected Garo National Liberation Army (GNLA) rebels threw an improvised explosive device at a petrol pump. The explosion damaged the window pane of the petrol pump cash counter, but resulted in no casualties. No group claimed responsibility."
201104140010,2011,4,14,153,Pakistan,6,South Asia,Balochistan,Quetta,30.182125,67.000517,1,0,Near the Bibi Nani Shrine in the Sariab Road area in Quetta.,"04/14/2011: On Thursday, near the Bibi Nani Shrine in the Sariab Road area in Quetta, Balochistan, Pakistan, unidentified militants shot and killed a cleric, identified as Maulana Abdul Kabir Qadri Qambrani, a student of his seminary, Dur Khan. Two other civilians were also injured. No group claimed responsibility."
201104140011,2011,4,14,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Shabqadar,34.217542,71.561375,1,1,"At Khobai Educational Academy in Khobai area of Shabqadar tehsil, Charsadda district.","04/14/2011: On Thursday, in Khobai area of Shabqadar tehsil, Charsadda district, Khyber Pakhtunkhwa, Pakistan, unidentified militants blew up Khobai Educational Academy, a private high school. No casualties were reported and no group claimed responsibility for this incident."
201104140012,2011,4,14,153,Pakistan,6,South Asia,Sindh,Karachi,24.95,66.966667,1,0,"In Orangi town, Karachi, Sindh, Pakistan.","04/14/2011: On Thursday, in Orangi town, Karachi, Sindh, Pakistan, unidentified militants shot and killed three Muttahida Qaumi Movement (MQM) activists. The victims were identified as Habib, Wages, and Zaheer. No group claimed responsibility."
201104140013,2011,4,14,153,Pakistan,6,South Asia,Sindh,Karachi,24.939894,67.084797,1,0,"In Saindad Goth in the limits of Sohrab Goth Police Station, Karachi.","04/14/2011: On Thursday, in Saindad Goth in the limits of Sohrab Goth Police Station, Karachi, Sindh, Pakistan, unidentified militants shot and killed an activist of Muttahida Qaumi Movement (MQM), Shahbaz Rafiq, while he was sitting at his tea stall. No group claimed responsibility for this incident."
201104140015,2011,4,14,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,"In Jamal Goth, Karachi.","04/14/2011: On Thursday, in Jamal Goth, Karachi, Sindh, Pakistan, unidentified militants shot and killed an activist of Awami National Party (ANP), Hazratullah, while he was sitting outside his home. No group claimed responsibility for this incident."
201104140016,2011,4,14,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,"The attack took place in Kirkuk, At Ta'mim, Iraq.","04/14/2011: On Thursday, in Kirkuk, At Ta'mim, Iraq, unknown assailants detonated a roadside improvised explosive device targeting a civilian car. Two civilians were wounded in the blast. One worked for the National Security Center and the other is an employee at a cotton ginning plant. The blast caused an unknown amount of property damage to the car. No group claimed responsibility."
201104140017,2011,4,14,95,Iraq,10,Middle East & North Africa,Babil,Yusufiyah,33.078997,44.2599,1,0,"The attack took place in the Yousifiyah neighborhood of Baghdad, Baghdad, Iraq.","04/14/2011: On Thursday, in the Yousifiyah neighborhood of Baghdad, Baghdad, Iraq, unknown assailants detonated two roadside improvised explosive devices that killed two civilians and wounded 13 others. The attack caused an unknown amount of property damage and no group claimed responsibility."
201104140019,2011,4,14,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251522,44.507829,1,0,"The attack took place outside a barber shop in the al-Zaafaraniya neighborhood in Baghdad, Baghdad, Iraq.","04/14/2011: On Thursday, in the al-Zaafaraniya neighborhood in Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device outside a barber shop. Three civilians were wounded and the shop was damaged in the blast. No group claimed responsibility for the attack."
201104140020,2011,4,14,167,Russia,9,Eastern Europe,Kabardino Balkariya,Baksan,43.6825,43.533889,1,0,"The attack occurred in an unknown location in Baksan, Kabardino Balkariya, Russia.","04/14/2011: On Thursday evening at 1930, in Baksan, Kabardino Balkariya, Russia, an unidentified Islamic militant opened fire on a police patrol, who then returned fire killing the militant. A search of the scene revealed an automatic rifle and RGD grenade. No other casualties were reported and no group claimed responsibility for the attack."
201104140021,2011,4,14,603,United Kingdom,8,Western Europe,Northern Ireland,,54.460882,-6.82494,3,0,"County Tyrone. The attack occurred at an unknown location in County Tyrone, Northern Ireland.","04/14/2011: On Thursday evening around 2130, in an unspecified city of County Tyrone, Northern Ireland, unidentified militants threw an incendiary device at Social Democratic Labor Party candidate, Patsy McGlone's jeep vehicle. An unknown amount of damage was caused although no casualties were reported and no group claimed responsibility."
201104150001,2011,4,15,6,Algeria,10,Middle East & North Africa,Tizi Ouzou,Azazga,36.74704,4.370063,1,1,"The attack occurred at a military post near Azazga, Tizi Ouzou, Algeria.","04/15/2011: On Friday evening around 1915, near Azazga, Tizi Ouzou, Algeria, 14 Algerian soldiers were killed and 12 soldiers were injured when 50 unidentified militants attacked an Algerian military post with grenades and unknown firearms. It is unknown if the attack caused any property damage. No group claimed responsibility, but the militant group Al-Qaeda in the Islamic Maghreb (AQIM) was thought to be responsible for the attack."
201104150005,2011,4,15,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15,1,0,"At the Independent National Electoral Commission in Maiduguri, Borno, Nigeria.","04/15/2011: On Friday evening around 1930, in Maiduguri, Borno, Nigeria, an unknown number of police officers were injured when unidentified militants riding motorcycles threw an improvised explosive device into the office of the Independent National Electoral Commission. One car was destroyed in the attack and no group claimed responsibility for the attack."
201104150006,2011,4,15,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,"The attack took place in Kirkuk, At Ta'mim, Iraq.","04/15/2011: On Friday, in Kirkuk, At Ta'mim, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car. Two civilians were wounded, including a security guard, and the car was damaged. No group claimed responsibility for the attack."
201104150007,2011,4,15,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,0,"The attack took place in the al-Rifaie neighborhood, Mosul, Ninawa, Iraq.","04/15/2011: On Friday, in the al-Rifaie neighborhood, Mosul, Ninawa, Iraq, unknown assailants threw a hand grenade at the 7th Emergency Police contingent patrol. One policeman was wounded in the blast. An unknown amount of property damage was caused and no group claimed responsibility."
201104150008,2011,4,15,153,Pakistan,6,South Asia,Balochistan,Dera Bugti,29.033333,69.15,1,1,"At a pipeline in Loti gas field area of Dera Bugti, Balochistan, Pakistan.","04/15/2011: On Friday, in Loti gas field area of Dera Bugti, Balochistan, Pakistan, unidentified militants blew up an eight inch pipeline supplying gas from well number 10. No casualties were reported, but the supply of national gas to the purification plant was suspended. No group claimed responsibility."
